matching,tweet,tweet_id,user_id
0,"#PopArt #OriginalPainting ""Weed Nap"" #4 by UrbanPicassoArt via @Etsy https://t.co/vN2z8dCO3T",1103428395168292866,18025096
0,"#OriginalPopArt ""Weed Nap"" #2 #Painting by Zamiro by UrbanPicassoArt via @Etsy https://t.co/yKIvD9HzDM",1103428269708259329,18025096
0,"Smoke week, but some art, fall asleepOriginal Pop Art ""Weed Nap"" #2 Painting by Zamiro by UrbanPicassoArt via @Etsy https://t.co/yKIvD9HzDM",1103428040778964992,18025096
0,Bart Simpson smoking weed. You know you want one of theses t-shirts. I’m sure you know someone who would love one o… https://t.co/GgPuEJMxGA,1103416129161125890,18025096
1,Ariel Combing her nappy hair. New Limited Edition Short-Sleeve Unisex T-Shirt Little Mermaid Princess Street Art by… https://t.co/Pley5wDqGt,1103376889173893120,18025096
0,On. Not in. On. Damn you autocorrect and using actual words and letters close to each other.,1103421505898250258,210820339
0,"RT @WestlandWhiskey: Now available! Hand-filled single cask 4358. Selected by our Blender Shane Armstrong, this spirit lived in ex-Rye cask…",1103414193552789505,210820339
0,"Roxanne, you don’t have to put in the red light. 
#hotels #light #modern #lightroom #red #roxanne #redlight #iphonex https://t.co/ie9J61E4dW",1103413949893148672,210820339
0,@WestlandWhiskey Trade you a painting 😘,1103410885475880960,210820339
0,"@politico Well then maybe you should get the hell out of the way, old man. @senatemajldr",1103410451759681538,210820339
0,"Escape from Alcatraz
#Alcatraz #SanFrancisco #island #prison @ Alcatraz Federal Prison https://t.co/kfmTGq5eah",1103414655504904193,275047263
1,"First day in San Francisco: painted ladies, Lombard St, me street modeling and a massive amount of rain we weren’t… https://t.co/28HQ3Xbm8a",1102961986084786176,275047263
0,"Iglooed
#LasVegas #igloo #chillin @ Minus5 Ice Experience https://t.co/ciTduvCmeS",1102733808867205121,275047263
0,"Welcome to fabulous Las Vegas
#LasVegas #sign #postcard @ Las Vegas Sign https://t.co/Nah2JXpifJ",1102389477610266624,275047263
0,"Infinity and beyond
#YayoiKusama #InfinityMirrors #LasVegas #exhibit @ Gallery Of Fine Art At Bellagio https://t.co/3eh75Shvxd",1101873320721473536,275047263
0,"On the mend after a check and new cast, from purple -&gt; red, another two weeks fdfacsf @ San Francisco, California https://t.co/lZ5tGoqnjP",1103345080461680641,15624151
1,Passed a @cstokesy street work today 🙌 @ Bourbon and Branch https://t.co/ifaELypjz0,1102807267596890112,15624151
0,@exploratorium #scienceofcocktails #slowmo @ San Francisco Exploratorium https://t.co/EGFGz367Ag,1098037831396556800,15624151
0,A little Saturday night metal with @dankojones via @bjornbarnekow #sf #music @ Slim's https://t.co/dbxUccFh5G,1097233237384908801,15624151
0,#CrutchLife @ Gaspar Brasserie https://t.co/e0Ibz5tGhc,1096591742818611200,15624151
0,"❤️🌾 yes!
#growth #selfimprovement #selflove #grow #develop @ San Francisco Bay Area https://t.co/ff5VIP5dJQ",1103310041673814017,606505918
0,"Good morning from T🐱 &amp; my work fuel!☕️😅 #espresso #caffeine #furkid #T @ San Francisco, California https://t.co/FBdVrUZH1g",1103309614882291712,606505918
0,"Veggie scramble🥦🍳 for #dinner tonight. #yum #food #keto #lchf #scramble @ San Francisco, California https://t.co/2OcOzvge9t",1103143620570361856,606505918
0,"Broke an 18+ hour intermittent fast with a bunless cheeseburger on lettuce, olives, pickles, &amp; cucumber salad.… https://t.co/IOWTVaTsnK",1103088750891024395,606505918
0,Near 19hour intermittent fast today!😊 #IF #lifefastingapp #fasting #intermittentfasting #fatloss #health @ Castro V… https://t.co/GJn9ll3Qvx,1103088077139075072,606505918
0,"❤️🌾 yes!
#growth #selfimprovement #selflove #grow #develop @ San Francisco Bay Area https://t.co/ff5VIP5dJQ",1103310041673814017,606505918
0,"Good morning from T🐱 &amp; my work fuel!☕️😅 #espresso #caffeine #furkid #T @ San Francisco, California https://t.co/FBdVrUZH1g",1103309614882291712,606505918
0,"Veggie scramble🥦🍳 for #dinner tonight. #yum #food #keto #lchf #scramble @ San Francisco, California https://t.co/2OcOzvge9t",1103143620570361856,606505918
0,"Broke an 18+ hour intermittent fast with a bunless cheeseburger on lettuce, olives, pickles, &amp; cucumber salad.… https://t.co/IOWTVaTsnK",1103088750891024395,606505918
0,Near 19hour intermittent fast today!😊 #IF #lifefastingapp #fasting #intermittentfasting #fatloss #health @ Castro V… https://t.co/GJn9ll3Qvx,1103088077139075072,606505918
0,"Current status: teaching my engineering lead the etymology of ""drink a muggaccino of harden-the-f*ck-up"" https://t.co/4U7F44NGNK",1103421236829253632,5805962
1,@bkmacd It even smells like burning brakes up on the street above Montgomery BART. What on earth is going on down there?,1102732240197312513,5805962
0,@davidfickling This is an excellent tweet,1102365617036832768,5805962
0,8:55 aaaand out. *womp womp*,1101888770490564608,5805962
0,"Badminton tournament this weekend. If I manage not to scrub out before 9am on day one, that’ll be an achievement https://t.co/Cu6dcofUC7",1101879726652571648,5805962
0,"RT @brandbillie: I’m a MASSIVE advocate of encouraging girls to try football &amp; fall in love with the game❤️
Ahead of #IWD19 I have filmed t…",1103438963321331718,39993480
0,RT @brianmoore666: This is fucking embarrassing. https://t.co/ndKsw6YnSE,1103426247554678784,39993480
0,Great speaking to @vlastelica just now. Looking forward to seeing him at #RecFest later this year!,1103348824385433600,39993480
0,"Such an interesting topic. In my view, what we typically consider as 'diverse' is dynamic in relationship to the de… https://t.co/moAHPxlikW",1103335926917402625,39993480
0,Solid criteria. And guilty! https://t.co/bs4VWIlCyy,1103310474043670529,39993480
0,@TrainWithBain @Popehat Trail briefs are different. https://t.co/VlmdNiVHBv,1103451586813022208,14926952
0,I feel like @Popehat or @TrainWithBain could maybe use some of this. https://t.co/2xaulda4wZ,1103438340156604416,14926952
0,@darth @tomsietsema with @sirkensingtons it looks fine to me I don't see the problem really,1103437117219201026,14926952
0,@SpartanRace Definitely colder! My endurance falls apart in the heat.,1103433218554908672,14926952
0,"@Foone We used Qmosey exclusively inside Quarterdeck. There was eventually a decent Windows Web server, too.",1103432488154591232,14926952
0,E.V. Wilkins https://t.co/gmsx2669Rg https://t.co/VKkMErBwVG,1103434029439860736,2919581
0,“Mercy Mercy me”  Marvin Gaye Stamp released 4/2   https://t.co/lKhPxm1kMo https://t.co/X3XxLVi6O2,1103409026463920147,2919581
0,@BontaHill KD had an attitude when he walked in he walked in the press room. So did Boogie. I was there.,1103390937298825216,2919581
0,"RT @GirlGeekX: On International Women's Day (3/8), join @heidivt73, Co-Founder at @t_equitable for an important talk on intersectionality a…",1103371146496401408,2919581
0,RT @nupursrivastava: I’m excited to be speaking on March 8th @GirlGeekX Elevate virtual conference in celebration of #IWD2019 -- Get your F…,1103370034728951808,2919581
0,"Nervous to apply for a job like ""shift supervisor - Store# 08722, SAN PABLO DAM &amp; SAN"" at Starbucks? Apply even if… https://t.co/xDPIEPiqxS",1103448185035415552,82670000
0,"Can you recommend anyone for this job? Full Time (3) Merchandising Service Assoc - https://t.co/iOhMAoRIJ9 #Retail #SanFrancisco, CA",1103431139794931712,82670000
0,"Want to work at Lowe's? We're hiring in #SanFrancisco, CA! Click for details: https://t.co/VPRtGLGv38 #Retail",1103414076493856768,82670000
0,"Don't be shy. Score a job like ""barista - Store# 05653, DYER AND I-880"" at Starbucks by asking for referrals. It's… https://t.co/L5soS0UAU8",1103397025377185792,82670000
0,This job might be a great fit for you: Merchandising Service Assoc Full Time Lowe's on Lone Tree Way Monday-Friday… https://t.co/5U6ZSjl8t7,1103379969235836928,82670000
0,@_allerich i thought the same lol,1103401347485884416,121260076
0,RT @Emjay_43: If The Office had a black cast  https://t.co/YFzsiPiM6M,1103341970020171776,121260076
0,"RT @SFinformer: San Francisco, California @sbdunkscarl https://t.co/DuRlHoYhy7 https://t.co/5qkvb7zVY4",1103339607830097920,121260076
0,I don’t know about you but I’ve been missing the clear skies and colorful sunsets. So here’s one until the rain sto… https://t.co/yerR1dNQrn,1103145945045262337,121260076
0,"Sutro baths and the Golden Gate Park @ San Francisco, California https://t.co/65MiX5A3i0",1102783559549497345,121260076
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Gg9chMsDZl",1102385247616827392,139174627
0,#blackboys #loveblackboys #photography #blackphotographer #blackfashion #blackfashionblogger #blackfashiondesigner… https://t.co/7xq8M7Pa45,1102329081981333504,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/gQaW8sNeTB",1102322910700716034,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/03bL4OEt18",1102320573676441602,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Tqn4fL2lAH",1102320298936791040,139174627
0,Charlie Webster auctioning our Stella &amp; Dot Jewelry today in London for womens_aid. Women's Aid is working to provi… https://t.co/qID32QTZ3T,1103393222393356288,39189221
0,Inspiring and fun evening last night in San Francisco at Stella &amp; Dot HQ! #lovewhatyoudo #stelladot… https://t.co/olxKoWr2QY,1103366030183694336,39189221
0,"Trying to fit it all in. Exercise, field trips, work, kids....... It's not on purpose that I showed up at school  w… https://t.co/5EAl8rcHYy",1103036899998879744,39189221
0,Monday Blues? Love my new birdies that are comfy and fashionable enough for Royalty. This might be the only thing M… https://t.co/P0GMTcKDvY,1102790923967029248,39189221
1,Being a tourist in my own backyard for a change :). Beautiful day to walk through memory lane on Union Street. Love… https://t.co/yW0elYD8CA,1102376555290877952,39189221
0,Drinking an IX by @thirdwindowbrew @ Third Window Brewery — https://t.co/y1SqSPSSlh,1103083040677552129,18969577
0,Drinking a Happy Hops by Russian River Brewing Company at @lamadogtaproom — https://t.co/LNSuQPShIw,1103066414825594882,18969577
0,Drinking a Surfin' Bird Double IPA by @ESBCBrews/@pizzaportbeer at @lamadogtaproom — https://t.co/oXc2IQ31BT,1103060915329601536,18969577
0,Drinking a Burn After Drinking - Experimental IPA by @SeabrightBrew @ Seabright Brewery — https://t.co/9lIoBZN9nP,1102764934017007617,18969577
0,Drinking  The Blur by @SeabrightBrew @ Seabright Brewery — https://t.co/wYGLzHcWZv,1102754882350731265,18969577
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Gg9chMsDZl",1102385247616827392,139174627
0,#blackboys #loveblackboys #photography #blackphotographer #blackfashion #blackfashionblogger #blackfashiondesigner… https://t.co/7xq8M7Pa45,1102329081981333504,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/gQaW8sNeTB",1102322910700716034,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/03bL4OEt18",1102320573676441602,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Tqn4fL2lAH",1102320298936791040,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Gg9chMsDZl",1102385247616827392,139174627
0,#blackboys #loveblackboys #photography #blackphotographer #blackfashion #blackfashionblogger #blackfashiondesigner… https://t.co/7xq8M7Pa45,1102329081981333504,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/gQaW8sNeTB",1102322910700716034,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/03bL4OEt18",1102320573676441602,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Tqn4fL2lAH",1102320298936791040,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Gg9chMsDZl",1102385247616827392,139174627
0,#blackboys #loveblackboys #photography #blackphotographer #blackfashion #blackfashionblogger #blackfashiondesigner… https://t.co/7xq8M7Pa45,1102329081981333504,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/gQaW8sNeTB",1102322910700716034,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/03bL4OEt18",1102320573676441602,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Tqn4fL2lAH",1102320298936791040,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Gg9chMsDZl",1102385247616827392,139174627
0,#blackboys #loveblackboys #photography #blackphotographer #blackfashion #blackfashionblogger #blackfashiondesigner… https://t.co/7xq8M7Pa45,1102329081981333504,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/gQaW8sNeTB",1102322910700716034,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/03bL4OEt18",1102320573676441602,139174627
1,"RICHARD HUMPHREY's
ROLLERDANCE ACADEMY @ 301 Eighth Street on SUNDAYS @ 10:00am - 11:30am @rollerdanceacademy… https://t.co/Tqn4fL2lAH",1102320298936791040,139174627
